CHROMOSOME,STRAND,LOCUS_ID,TSS
Chr8,-,LOC_Os08g39980.1,25329360
Chr8,+,LOC_Os08g40020.1,25344705
Chr8,+,LOC_Os08g40820.1,25817761
Chr8,+,LOC_Os08g40830.1,25829043
Chr8,-,LOC_Os08g41560.1,26256841
Chr8,-,LOC_Os08g41580.1,26268141
Chr8,-,LOC_Os08g41610.1,26279335
Chr8,-,LOC_Os08g40060.1,25367334
Chr8,-,LOC_Os08g40080.1,25375317
Chr8,-,LOC_Os08g40090.1,25381281
Chr8,-,LOC_Os08g40850.1,25853121
Chr8,+,LOC_Os08g40860.1,25853729
Chr8,-,LOC_Os08g41670.1,26310379
Chr8,-,LOC_Os08g41680.1,26313853
Chr8,-,LOC_Os08g41690.1,26317837
Chr8,-,LOC_Os08g41700.1,26322525
Chr8,+,LOC_Os08g41710.1,26324996
Chr8,+,LOC_Os08g42570.1,26904987
Chr8,+,LOC_Os08g40130.1,25399848
Chr8,-,LOC_Os08g40150.1,25409103
Chr8,-,LOC_Os08g40880.1,25864878
Chr8,-,LOC_Os08g40890.1,25870277
Chr8,-,LOC_Os08g40900.1,25877680
Chr8,+,LOC_Os08g41730.1,26342315
Chr8,-,LOC_Os08g41780.1,26384641
Chr8,+,LOC_Os08g41790.1,26389731
Chr8,-,LOC_Os08g42600.1,26928338
Chr8,+,LOC_Os08g40160.1,25416106
Chr8,+,LOC_Os08g40170.1,25419884
Chr8,+,LOC_Os08g40180.1,25426651
Chr8,-,LOC_Os08g40910.1,25889165
Chr8,+,LOC_Os08g40940.1,25909390
Chr8,+,LOC_Os08g41800.1,26398324
Chr8,+,LOC_Os08g41820.1,26413741
Chr8,+,LOC_Os08g41830.1,26417743
Chr8,-,LOC_Os08g42610.1,26935259
Chr8,+,LOC_Os08g42630.1,26945672
Chr8,+,LOC_Os08g40200.1,25437097
Chr8,+,LOC_Os08g40230.1,25444463
Chr8,+,LOC_Os08g40260.1,25481919
Chr8,-,LOC_Os08g40990.1,25934033
Chr8,+,LOC_Os08g41010.2,25937097
Chr8,-,LOC_Os08g41840.1,26424002
Chr8,+,LOC_Os08g41880.1,26439584
Chr8,+,LOC_Os08g41890.1,26448418
Chr8,-,LOC_Os08g42670.2,26978236
Chr8,+,LOC_Os08g42690.1,26982655
Chr8,+,LOC_Os08g42700.1,26989664
Chr8,-,LOC_Os08g41900.1,26462545
Chr8,+,LOC_Os08g41910.1,26464491
Chr8,-,LOC_Os08g42720.1,27032155
Chr8,+,LOC_Os08g42740.3,27047369
Chr8,+,LOC_Os08g40420.1,25584780
Chr8,+,LOC_Os08g41030.1,25950258
Chr8,-,LOC_Os08g41040.1,25954768
Chr8,+,LOC_Os08g41940.1,26501167
Chr8,+,LOC_Os08g41950.1,26507180
Chr8,+,LOC_Os08g41960.1,26518976
Chr8,-,LOC_Os08g40430.1,25590594
Chr8,-,LOC_Os08g40440.1,25593043
Chr8,-,LOC_Os08g40450.1,25596944
Chr8,+,LOC_Os08g41080.1,25969402
Chr8,-,LOC_Os08g41100.1,25977444
Chr8,+,LOC_Os08g41110.1,25979471
Chr8,-,LOC_Os08g41990.1,26534074
Chr8,-,LOC_Os08g42000.1,26537389
Chr8,+,LOC_Os08g42010.1,26537672
Chr8,-,LOC_Os08g42030.1,26549806
Chr8,-,LOC_Os08g42040.1,26557081
Chr8,-,LOC_Os08g42050.1,26562158
Chr9,+,LOC_Os09g08190.1,4250758
Chr9,-,LOC_Os09g10710.2,5843910
Chr9,-,LOC_Os09g08280.1,4277778
Chr9,+,LOC_Os09g09470.1,5094691
Chr9,+,LOC_Os09g09480.2,5103142
Chr9,-,LOC_Os09g07380.1,3675560
Chr9,-,LOC_Os09g10720.1,5851899
Chr9,+,LOC_Os09g10750.1,5866442
Chr9,-,LOC_Os09g10760.1,5873202
Chr9,-,LOC_Os09g08390.1,4355226
Chr9,+,LOC_Os09g09490.1,5108210
Chr9,+,LOC_Os09g09520.1,5137884
Chr9,-,LOC_Os09g07460.1,3734886
Chr9,+,LOC_Os09g07480.1,3745683
Chr9,-,LOC_Os09g10780.1,5884196
Chr9,+,LOC_Os09g10820.1,5900633
Chr9,-,LOC_Os09g07510.1,3764491
Chr9,+,LOC_Os09g10840.2,5918077
Chr9,-,LOC_Os09g08420.1,4386627
Chr9,-,LOC_Os09g08430.1,4393872
Chr9,+,LOC_Os09g07570.1,3792262
Chr9,-,LOC_Os09g09790.1,5309061
Chr9,-,LOC_Os09g10910.3,5996533
Chr9,+,LOC_Os09g10940.1,6021898
Chr9,+,LOC_Os09g10950.1,6031213
Chr9,-,LOC_Os09g08620.1,4506806
Chr9,+,LOC_Os09g07660.2,3855216
Chr9,-,LOC_Os09g10960.1,6049276
Chr9,+,LOC_Os09g08670.1,4554651
Chr9,+,LOC_Os09g08710.1,4577706
Chr9,-,LOC_Os09g09930.1,5396935
Chr9,-,LOC_Os09g09944.1,5404107
Chr9,+,LOC_Os09g09980.1,5430895
Chr9,+,LOC_Os09g08720.1,4592170
Chr9,-,LOC_Os09g10000.1,5450231
Chr9,+,LOC_Os09g07764.1,3929804
Chr9,-,LOC_Os09g07780.1,3938411
Chr9,+,LOC_Os09g07800.1,3949844
Chr9,+,LOC_Os09g07820.1,3959855
Chr9,+,LOC_Os09g11170.1,6195158
Chr9,+,LOC_Os09g11230.1,6233843
Chr9,+,LOC_Os09g11240.1,6243180
Chr9,-,LOC_Os09g11250.1,6249750
Chr9,-,LOC_Os09g11270.1,6260858
Chr9,-,LOC_Os09g08890.1,4707752
Chr9,-,LOC_Os09g10200.1,5555029
Chr9,-,LOC_Os09g10201.1,5556367
Chr9,-,LOC_Os09g08990.1,4778505
Chr9,+,LOC_Os09g10274.1,5598644
Chr9,+,LOC_Os09g10300.1,5610377
Chr9,-,LOC_Os09g10340.1,5645523
Chr9,+,LOC_Os09g07920.1,4042693
Chr9,+,LOC_Os09g08072.1,4165397
Chr9,-,LOC_Os09g11460.1,6389789
Chr9,-,LOC_Os09g11480.2,6406039
Chr9,+,LOC_Os09g09320.1,4988974
Chr9,+,LOC_Os09g10600.1,5781818
Chr9,+,LOC_Os09g08120.1,4190886
Chr9,-,LOC_Os09g08130.1,4204423
Chr9,+,LOC_Os09g08160.1,4227428
Chr9,-,LOC_Os09g11520.1,6441905
Chr9,+,LOC_Os09g09360.1,5006931
Chr9,-,LOC_Os09g09370.2,5029574
Chr9,+,LOC_Os09g07350.1,3654972
Chr9,-,LOC_Os09g07360.1,3665430
Chr9,-,LOC_Os09g02814.1,1317796
Chr9,+,LOC_Os09g01690.1,490930
Chr9,-,LOC_Os09g04100.1,2124075
Chr9,-,LOC_Os09g04110.1,2132704
Chr9,-,LOC_Os09g04160.1,2187534
Chr9,+,LOC_Os09g06499.1,3073884
Chr9,-,LOC_Os09g03090.1,1470443
Chr9,+,LOC_Os09g06560.1,3118920
Chr9,-,LOC_Os09g01960.1,658374
Chr9,-,LOC_Os09g03190.1,1538149
Chr9,+,LOC_Os09g03210.1,1546433
Chr9,-,LOC_Os09g06570.1,3127160
Chr9,+,LOC_Os09g04300.1,2288101
Chr9,-,LOC_Os09g04339.1,2306688
Chr9,+,LOC_Os09g06680.1,3168154
Chr9,-,LOC_Os09g06719.1,3197534
Chr9,+,LOC_Os09g02140.1,817568
Chr9,+,LOC_Os09g03370.1,1636020
Chr9,-,LOC_Os09g02170.1,860512
Chr9,-,LOC_Os09g04504.2,2400181
Chr9,-,LOC_Os09g02260.1,918134
Chr9,-,LOC_Os09g02270.1,926016
Chr9,+,LOC_Os09g06950.1,3355804
Chr9,+,LOC_Os09g06970.1,3369499
Chr9,+,LOC_Os09g02284.1,927068
Chr9,+,LOC_Os09g03610.1,1790600
Chr9,+,LOC_Os09g04624.1,2458920
Chr9,+,LOC_Os09g04710.1,2501667
Chr9,-,LOC_Os09g07020.1,3408176
Chr9,-,LOC_Os09g02400.2,995621
Chr9,-,LOC_Os09g04720.1,2508294
Chr9,-,LOC_Os09g04730.1,2517277
Chr9,+,LOC_Os09g04790.1,2548874
Chr9,+,LOC_Os09g04800.1,2556987
Chr9,-,LOC_Os09g07120.1,3467826
Chr9,+,LOC_Os09g03620.1,1803961
Chr9,-,LOC_Os09g03630.1,1822556
Chr9,-,LOC_Os09g04810.1,2565528
Chr9,+,LOC_Os09g02530.1,1055332
Chr9,+,LOC_Os09g02650.1,1158082
Chr9,+,LOC_Os09g03750.1,1892170
Chr9,-,LOC_Os09g04890.1,2615934
Chr9,-,LOC_Os09g07154.1,3496469
Chr9,-,LOC_Os09g07160.1,3505050
Chr9,-,LOC_Os09g02690.1,1211378
Chr9,-,LOC_Os09g02700.1,1218011
Chr9,-,LOC_Os09g03780.1,1919670
Chr9,-,LOC_Os09g04924.1,2643481
Chr9,+,LOC_Os09g04990.1,2685727
Chr9,-,LOC_Os09g04995.1,2691284
Chr9,-,LOC_Os09g02710.1,1224778
Chr9,+,LOC_Os09g05020.2,2697267
Chr9,-,LOC_Os09g05030.1,2707348
Chr9,-,LOC_Os09g07290.1,3586049
Chr9,-,LOC_Os09g07294.1,3589801
Chr9,+,LOC_Os09g07320.1,3620063
Chr9,+,LOC_Os09g02770.1,1255801
Chr9,-,LOC_Os09g02790.1,1282979
Chr9,-,LOC_Os09g03939.1,2021289
Chr9,+,LOC_Os09g03990.1,2048654
Chr9,+,LOC_Os09g17660.1,10801054
Chr9,-,LOC_Os09g17680.1,10812498
Chr9,-,LOC_Os09g21450.1,12971905
Chr9,-,LOC_Os09g21470.1,12980466
Chr9,-,LOC_Os09g19360.1,11588929
Chr9,-,LOC_Os09g20400.1,12267430
Chr9,+,LOC_Os09g17730.2,10834936
Chr9,+,LOC_Os09g17740.1,10845678
Chr9,-,LOC_Os09g17750.1,10853196
Chr9,-,LOC_Os09g17760.1,10862761
Chr9,-,LOC_Os09g16458.1,10085739
Chr9,-,LOC_Os09g20430.1,12294955
Chr9,+,LOC_Os09g20460.1,12319372
Chr9,+,LOC_Os09g20500.1,12360645
Chr9,+,LOC_Os09g17810.1,10898052
Chr9,-,LOC_Os09g19560.1,11706372
Chr9,+,LOC_Os09g16510.1,10128825
Chr9,+,LOC_Os09g16540.1,10152937
Chr9,+,LOC_Os09g20590.1,12407427
Chr9,+,LOC_Os09g17850.1,10922338
Chr9,-,LOC_Os09g17870.1,10930718
Chr9,-,LOC_Os09g19650.1,11749584
Chr9,+,LOC_Os09g20630.1,12428221
Chr9,-,LOC_Os09g20640.1,12434574
Chr9,+,LOC_Os09g19710.1,11796046
Chr9,-,LOC_Os09g19720.1,11800620
Chr9,+,LOC_Os09g16714.1,10227832
Chr9,-,LOC_Os09g20650.1,12439170
Chr9,-,LOC_Os09g19750.1,11821425
Chr9,+,LOC_Os09g19790.1,11843701
Chr9,+,LOC_Os09g20684.1,12454365
Chr9,+,LOC_Os09g16910.3,10328808
Chr9,+,LOC_Os09g16920.1,10338558
Chr9,+,LOC_Os09g16950.1,10365054
Chr9,-,LOC_Os09g20820.1,12544907
Chr9,-,LOC_Os09g20830.4,12550339
Chr9,-,LOC_Os09g18159.1,11143798
Chr9,+,LOC_Os09g19850.1,11880515
Chr9,-,LOC_Os09g20880.1,12568905
Chr9,+,LOC_Os09g20900.1,12580263
Chr9,-,LOC_Os09g18230.1,11184420
Chr9,+,LOC_Os09g19890.1,11904357
Chr9,-,LOC_Os09g19900.1,11912724
Chr9,+,LOC_Os09g17049.1,10448414
Chr9,-,LOC_Os09g17146.1,10521718
Chr9,-,LOC_Os09g20940.1,12607552
Chr9,+,LOC_Os09g20980.1,12637640
Chr9,-,LOC_Os09g20990.1,12650074
Chr9,-,LOC_Os09g21000.1,12667523
Chr9,-,LOC_Os09g18320.1,11240954
Chr9,-,LOC_Os09g19930.1,11926039
Chr9,+,LOC_Os09g19940.1,11934577
Chr9,-,LOC_Os09g17152.1,10524537
Chr9,-,LOC_Os09g17190.1,10547371
Chr9,-,LOC_Os09g21030.1,12685477
Chr9,-,LOC_Os09g21110.1,12735642
Chr9,+,LOC_Os09g21120.1,12746534
Chr9,+,LOC_Os09g19954.1,11948924
Chr9,+,LOC_Os09g19970.1,11955930
Chr9,+,LOC_Os09g19980.1,11958028
Chr9,+,LOC_Os09g20000.1,11976355
Chr9,+,LOC_Os09g20010.1,11985971
Chr9,-,LOC_Os09g20024.1,11994799
Chr9,+,LOC_Os09g17344.1,10621787
Chr9,-,LOC_Os09g21160.1,12774181
Chr9,-,LOC_Os09g21180.1,12783649
Chr9,+,LOC_Os09g21230.1,12817153
Chr9,+,LOC_Os09g17540.1,10733802
Chr9,-,LOC_Os09g17560.1,10741911
Chr9,-,LOC_Os09g21290.1,12848959
Chr9,+,LOC_Os09g20240.1,12126822
Chr9,-,LOC_Os09g20260.1,12148536
Chr9,+,LOC_Os09g17600.2,10763272
Chr9,+,LOC_Os09g21340.1,12884071
Chr9,+,LOC_Os09g21360.1,12892955
Chr9,-,LOC_Os09g19229.1,11506482
Chr9,+,LOC_Os09g20340.1,12202400
Chr9,+,LOC_Os09g20350.1,12216432
Chr9,-,LOC_Os09g17620.1,10772861
Chr9,+,LOC_Os09g21380.1,12913654
Chr9,+,LOC_Os09g19274.1,11538244
Chr9,-,LOC_Os09g12790.1,7340496
Chr9,-,LOC_Os09g14100.1,8354350
Chr9,+,LOC_Os09g15320.2,9357955
Chr9,-,LOC_Os09g15330.2,9370328
Chr9,-,LOC_Os09g15340.1,9383838
Chr9,+,LOC_Os09g12970.1,7470846
Chr9,+,LOC_Os09g15350.1,9385278
Chr9,+,LOC_Os09g15370.1,9399112
Chr9,-,LOC_Os09g15420.1,9442553
Chr9,-,LOC_Os09g15480.1,9478845
Chr9,+,LOC_Os09g13250.1,7644314
Chr9,+,LOC_Os09g15520.1,9496339
Chr9,+,LOC_Os09g14510.1,8585970
Chr9,-,LOC_Os09g14520.1,8592972
Chr9,+,LOC_Os09g15639.1,9544294
Chr9,+,LOC_Os09g15644.1,9546746
Chr9,+,LOC_Os09g12230.1,6947839
Chr9,-,LOC_Os09g12240.1,6959667
Chr9,+,LOC_Os09g13410.1,7753372
Chr9,-,LOC_Os09g13440.1,7777015
Chr9,+,LOC_Os09g14600.1,8644137
Chr9,+,LOC_Os09g15670.1,9567471
Chr9,-,LOC_Os09g15700.1,9581099
Chr9,-,LOC_Os09g12290.1,7009516
Chr9,-,LOC_Os09g12310.1,7020985
Chr9,+,LOC_Os09g13470.1,7797868
Chr9,-,LOC_Os09g14614.1,8667873
Chr9,+,LOC_Os09g15770.1,9634451
Chr9,+,LOC_Os09g15780.1,9638866
Chr9,-,LOC_Os09g15790.1,9646172
Chr9,+,LOC_Os09g15810.1,9652178
Chr9,-,LOC_Os09g12380.1,7078851
Chr9,-,LOC_Os09g14670.1,8697573
Chr9,-,LOC_Os09g14680.1,8716892
Chr9,-,LOC_Os09g15835.1,9665794
Chr9,-,LOC_Os09g15840.1,9674695
Chr9,+,LOC_Os09g13610.1,7914083
Chr9,-,LOC_Os09g14700.2,8729680
Chr9,-,LOC_Os09g15950.1,9751521
Chr9,+,LOC_Os09g12500.1,7166573
Chr9,+,LOC_Os09g12510.1,7172518
Chr9,+,LOC_Os09g12530.1,7179963
Chr9,+,LOC_Os09g15980.1,9768935
Chr9,+,LOC_Os09g12550.1,7189540
Chr9,+,LOC_Os09g12560.1,7198633
Chr9,-,LOC_Os09g13740.1,8046950
Chr9,-,LOC_Os09g16090.1,9826875
Chr9,-,LOC_Os09g12570.1,7208212
Chr9,-,LOC_Os09g12600.1,7225657
Chr9,-,LOC_Os09g12615.1,7229197
Chr9,-,LOC_Os09g12630.1,7234198
Chr9,-,LOC_Os09g16260.2,9926715
Chr9,+,LOC_Os09g16280.1,9933275
Chr9,+,LOC_Os09g12650.1,7240238
Chr9,-,LOC_Os09g12660.1,7249816
Chr9,-,LOC_Os09g13870.3,8158350
Chr9,+,LOC_Os09g15050.1,9096555
Chr9,+,LOC_Os09g12710.1,7271228
Chr9,-,LOC_Os09g12720.1,7282393
Chr9,-,LOC_Os09g12730.1,7300542
Chr9,-,LOC_Os09g13880.1,8169058
Chr9,+,LOC_Os09g13890.1,8173211
Chr9,+,LOC_Os09g13920.1,8194300
Chr9,+,LOC_Os09g12750.1,7316075
Chr9,+,LOC_Os09g12770.1,7329540
Chr9,-,LOC_Os09g14019.1,8286162
Chr9,-,LOC_Os09g27570.1,16751291
Chr9,+,LOC_Os09g27580.1,16756249
Chr9,-,LOC_Os09g30140.1,18333054
Chr9,+,LOC_Os09g30150.2,18340159
Chr9,-,LOC_Os09g30160.1,18352651
Chr9,+,LOC_Os09g30170.1,18360671
Chr9,-,LOC_Os09g28390.1,17255514
Chr9,+,LOC_Os09g28420.1,17296166
Chr9,-,LOC_Os09g29404.1,17868669
Chr9,+,LOC_Os09g27590.1,16765919
Chr9,+,LOC_Os09g27650.2,16822234
Chr9,+,LOC_Os09g30190.1,18375696
Chr9,+,LOC_Os09g30200.1,18381040
Chr9,+,LOC_Os09g28440.1,17306100
Chr9,-,LOC_Os09g28460.1,17317450
Chr9,-,LOC_Os09g28489.1,17328680
Chr9,+,LOC_Os09g28500.1,17332718
Chr9,+,LOC_Os09g28510.1,17338479
Chr9,+,LOC_Os09g28520.1,17350765
Chr9,+,LOC_Os09g26650.1,16171155
Chr9,+,LOC_Os09g29420.1,17874476
Chr9,+,LOC_Os09g29430.1,17881819
Chr9,-,LOC_Os09g28560.1,17371403
Chr9,+,LOC_Os09g28570.1,17377008
Chr9,-,LOC_Os09g26670.1,16201902
Chr9,+,LOC_Os09g26700.1,16224958
Chr9,+,LOC_Os09g29460.1,17903164
Chr9,+,LOC_Os09g29470.1,17918678
Chr9,+,LOC_Os09g29480.1,17929689
Chr9,-,LOC_Os09g28580.1,17392541
Chr9,-,LOC_Os09g26730.1,16240793
Chr9,-,LOC_Os09g29490.1,17935814
Chr9,-,LOC_Os09g29520.1,17962785
Chr9,-,LOC_Os09g29540.1,17971304
Chr9,-,LOC_Os09g29560.1,17979418
Chr9,+,LOC_Os09g28590.3,17393569
Chr9,+,LOC_Os09g28600.1,17399884
Chr9,+,LOC_Os09g28610.1,17405811
Chr9,+,LOC_Os09g28620.1,17414087
Chr9,+,LOC_Os09g26770.2,16261738
Chr9,-,LOC_Os09g26780.1,16275273
Chr9,+,LOC_Os09g26800.1,16282795
Chr9,+,LOC_Os09g26810.1,16287916
Chr9,-,LOC_Os09g29584.1,17996613
Chr9,-,LOC_Os09g29600.1,18008036
Chr9,+,LOC_Os09g29630.1,18013221
Chr9,-,LOC_Os09g28690.1,17449592
Chr9,+,LOC_Os09g28720.1,17458950
Chr9,+,LOC_Os09g28740.1,17466913
Chr9,-,LOC_Os09g28750.1,17472213
Chr9,+,LOC_Os09g26820.1,16294642
Chr9,-,LOC_Os09g26830.1,16304879
Chr9,-,LOC_Os09g26840.1,16310837
Chr9,+,LOC_Os09g26870.1,16325947
Chr9,-,LOC_Os09g26880.1,16338641
Chr9,+,LOC_Os09g29660.1,18034121
Chr9,+,LOC_Os09g29690.1,18058253
Chr9,-,LOC_Os09g27734.1,16880416
Chr9,-,LOC_Os09g27744.1,16885576
Chr9,-,LOC_Os09g27750.1,16887617
Chr9,+,LOC_Os09g28810.1,17499163
Chr9,-,LOC_Os09g29750.1,18090864
Chr9,-,LOC_Os09g29780.1,18100425
Chr9,+,LOC_Os09g27820.1,16925457
Chr9,+,LOC_Os09g27830.1,16930987
Chr9,+,LOC_Os09g28850.1,17533437
Chr9,+,LOC_Os09g28880.1,17550266
Chr9,+,LOC_Os09g26900.1,16347080
Chr9,-,LOC_Os09g26940.1,16363289
Chr9,+,LOC_Os09g26960.1,16387701
Chr9,+,LOC_Os09g26999.1,16411151
Chr9,-,LOC_Os09g29820.1,18123465
Chr9,+,LOC_Os09g29825.1,18135734
Chr9,-,LOC_Os09g27860.1,16948035
Chr9,+,LOC_Os09g27890.1,16958544
Chr9,+,LOC_Os09g27030.2,16439141
Chr9,+,LOC_Os09g27040.1,16444342
Chr9,+,LOC_Os09g27050.1,16455036
Chr9,-,LOC_Os09g29840.1,18155512
Chr9,+,LOC_Os09g27910.1,16970180
Chr9,+,LOC_Os09g27940.1,16977482
Chr9,-,LOC_Os09g27960.1,16990467
Chr9,+,LOC_Os09g27070.1,16470982
Chr9,+,LOC_Os09g27080.1,16476943
Chr9,+,LOC_Os09g29850.1,18156179
Chr9,-,LOC_Os09g27970.4,16996017
Chr9,+,LOC_Os09g29060.1,17645487
Chr9,-,LOC_Os09g27140.1,16508819
Chr9,-,LOC_Os09g29940.1,18221156
Chr9,-,LOC_Os09g28000.1,17005694
Chr9,-,LOC_Os09g28019.1,17014365
Chr9,-,LOC_Os09g29080.1,17662227
Chr9,+,LOC_Os09g29100.1,17680696
Chr9,-,LOC_Os09g29130.1,17705611
Chr9,-,LOC_Os09g27210.1,16549779
Chr9,+,LOC_Os09g27220.1,16552513
Chr9,-,LOC_Os09g29950.3,18230942
Chr9,+,LOC_Os09g29960.1,18234924
Chr9,+,LOC_Os09g29970.1,18237700
Chr9,-,LOC_Os09g28040.1,17019853
Chr9,+,LOC_Os09g28050.1,17024571
Chr9,-,LOC_Os09g28060.1,17035510
Chr9,+,LOC_Os09g28100.1,17059795
Chr9,-,LOC_Os09g29160.1,17733252
Chr9,-,LOC_Os09g29170.1,17738343
Chr9,-,LOC_Os09g27240.2,16561750
Chr9,-,LOC_Os09g27250.1,16566078
Chr9,-,LOC_Os09g27260.1,16574893
Chr9,+,LOC_Os09g27320.1,16610066
Chr9,+,LOC_Os09g30010.1,18257644
Chr9,+,LOC_Os09g30030.1,18269124
Chr9,+,LOC_Os09g30040.1,18272621
Chr9,+,LOC_Os09g30070.1,18281423
Chr9,+,LOC_Os09g28120.1,17071783
Chr9,-,LOC_Os09g28150.1,17079644
Chr9,-,LOC_Os09g28180.1,17096006
Chr9,+,LOC_Os09g29200.1,17747172
Chr9,-,LOC_Os09g29210.1,17751272
Chr9,-,LOC_Os09g29239.1,17771403
Chr9,+,LOC_Os09g29284.1,17777147
Chr9,+,LOC_Os09g27420.1,16654464
Chr9,+,LOC_Os09g30100.1,18293017
Chr9,-,LOC_Os09g28200.1,17111077
Chr9,+,LOC_Os09g28210.1,17132211
Chr9,-,LOC_Os09g28230.1,17147124
Chr9,-,LOC_Os09g28280.1,17172815
Chr9,-,LOC_Os09g29310.1,17792028
Chr9,+,LOC_Os09g29360.1,17826479
Chr9,-,LOC_Os09g29370.1,17834916
Chr9,+,LOC_Os09g29380.1,17835905
Chr9,-,LOC_Os09g27480.1,16697423
Chr9,-,LOC_Os09g27500.1,16713794
Chr9,-,LOC_Os09g30120.1,18314234
Chr9,-,LOC_Os09g30130.1,18321214
Chr9,+,LOC_Os09g28310.1,17189976
Chr9,-,LOC_Os09g28340.1,17209027
Chr9,+,LOC_Os09g25560.1,15332945
Chr9,-,LOC_Os09g25580.1,15355640
Chr9,+,LOC_Os09g25590.1,15358373
Chr9,+,LOC_Os09g25600.1,15364891
Chr9,+,LOC_Os09g26570.1,16093498
Chr9,+,LOC_Os09g26580.1,16097465
Chr9,-,LOC_Os09g23220.1,13782442
Chr9,+,LOC_Os09g24460.1,14555403
Chr9,+,LOC_Os09g25610.1,15381632
Chr9,+,LOC_Os09g25640.1,15400688
Chr9,+,LOC_Os09g23280.1,13813671
Chr9,+,LOC_Os09g23300.1,13831868
Chr9,-,LOC_Os09g24520.2,14607125
Chr9,-,LOC_Os09g24530.1,14609923
Chr9,-,LOC_Os09g24540.1,14613281
Chr9,-,LOC_Os09g24560.1,14619069
Chr9,-,LOC_Os09g24570.1,14632859
Chr9,+,LOC_Os09g25720.1,15430580
Chr9,-,LOC_Os09g21689.3,13147178
Chr9,-,LOC_Os09g21710.1,13155832
Chr9,-,LOC_Os09g21740.1,13166366
Chr9,+,LOC_Os09g23340.1,13854699
Chr9,+,LOC_Os09g23350.1,13875253
Chr9,-,LOC_Os09g24590.1,14650292
Chr9,+,LOC_Os09g24620.1,14659923
Chr9,+,LOC_Os09g24640.1,14666229
Chr9,+,LOC_Os09g24650.2,14671543
Chr9,+,LOC_Os09g25740.1,15438141
Chr9,+,LOC_Os09g25760.1,15444236
Chr9,-,LOC_Os09g25770.1,15450012
Chr9,-,LOC_Os09g25784.1,15456012
Chr9,+,LOC_Os09g21770.1,13181330
Chr9,-,LOC_Os09g21780.1,13191512
Chr9,-,LOC_Os09g21796.1,13209475
Chr9,-,LOC_Os09g23370.2,13890116
Chr9,+,LOC_Os09g23380.1,13891777
Chr9,-,LOC_Os09g23399.1,13909786
Chr9,-,LOC_Os09g24660.1,14681202
Chr9,+,LOC_Os09g24670.1,14680807
Chr9,-,LOC_Os09g25810.2,15468833
Chr9,+,LOC_Os09g25850.1,15492998
Chr9,-,LOC_Os09g21802.1,13211693
Chr9,-,LOC_Os09g23530.1,13984701
Chr9,+,LOC_Os09g23550.1,13994541
Chr9,+,LOC_Os09g23560.1,14001192
Chr9,-,LOC_Os09g23570.1,14010160
Chr9,-,LOC_Os09g24690.1,14693121
Chr9,-,LOC_Os09g24700.1,14699204
Chr9,+,LOC_Os09g25865.1,15502457
Chr9,-,LOC_Os09g25880.1,15523890
Chr9,-,LOC_Os09g21900.1,13260189
Chr9,-,LOC_Os09g21919.1,13277254
Chr9,-,LOC_Os09g23595.1,14021822
Chr9,-,LOC_Os09g25945.1,15582821
Chr9,+,LOC_Os09g25950.1,15583140
Chr9,-,LOC_Os09g23690.1,14087562
Chr9,+,LOC_Os09g23720.1,14095779
Chr9,+,LOC_Os09g24840.1,14828981
Chr9,-,LOC_Os09g24870.1,14847953
Chr9,-,LOC_Os09g26004.1,15631559
Chr9,-,LOC_Os09g23725.1,14103804
Chr9,-,LOC_Os09g23730.1,14107337
Chr9,-,LOC_Os09g24910.1,14878175
Chr9,+,LOC_Os09g24924.1,14887051
Chr9,+,LOC_Os09g26144.1,15752949
Chr9,-,LOC_Os09g24980.1,14926306
Chr9,+,LOC_Os09g24990.2,14929156
Chr9,-,LOC_Os09g26180.1,15784885
Chr9,-,LOC_Os09g26200.1,15810852
Chr9,-,LOC_Os09g26210.1,15830158
Chr9,-,LOC_Os09g23894.1,14252175
Chr9,-,LOC_Os09g23899.1,14259205
Chr9,-,LOC_Os09g23908.1,14259189
Chr9,+,LOC_Os09g25000.1,14938230
Chr9,+,LOC_Os09g25050.1,14971348
Chr9,-,LOC_Os09g25060.1,14977713
Chr9,-,LOC_Os09g25070.1,14994888
Chr9,-,LOC_Os09g26310.1,15898021
Chr9,+,LOC_Os09g26340.1,15916005
Chr9,-,LOC_Os09g26350.1,15917624
Chr9,+,LOC_Os09g26370.1,15927025
Chr9,-,LOC_Os09g23999.1,14294830
Chr9,-,LOC_Os09g24020.1,14298822
Chr9,-,LOC_Os09g24008.1,14302844
Chr9,-,LOC_Os09g24038.1,14302844
Chr9,-,LOC_Os09g24110.1,14328614
Chr9,-,LOC_Os09g25090.1,15010837
Chr9,+,LOC_Os09g25100.1,15027140
Chr9,-,LOC_Os09g26390.1,15943746
Chr9,+,LOC_Os09g22410.3,13533063
Chr9,-,LOC_Os09g24120.1,14330628
Chr9,-,LOC_Os09g24140.1,14337690
Chr9,+,LOC_Os09g24200.1,14363038
Chr9,+,LOC_Os09g25260.1,15126331
Chr9,-,LOC_Os09g26400.1,15947917
Chr9,+,LOC_Os09g22440.1,13553668
Chr9,+,LOC_Os09g22450.1,13559548
Chr9,+,LOC_Os09g22540.1,13595422
Chr9,-,LOC_Os09g24210.1,14373669
Chr9,-,LOC_Os09g24230.1,14389888
Chr9,-,LOC_Os09g25310.1,15157002
Chr9,+,LOC_Os09g25320.1,15160890
Chr9,-,LOC_Os09g25330.1,15168852
Chr9,+,LOC_Os09g26420.5,15959324
